Pierszé <extra_id_0> jaczi pòzwã pòdónô bëła w fòrmie "Poblocz" pòchôdô z 1401 rokù.	<extra_id_0> wiadło ò wsë, <extra_id_1>
Autor kilkudziesięciu artykułów na temat filozofii starożytnej, a także fundamentalnej pracy Platonic Studies (1973) oraz <extra_id_0> Moral Philosopher (1991) oraz wielu prac poświęconych religijnym i filozoficznym aspektom demokracji.	<extra_id_0> Socrates: Ironist and <extra_id_1>
Wyjechał 20 lipca, jednak nie mogąc się przedrzeć przez front, <extra_id_0> do Warszawy.	<extra_id_0> wrócił następnego dnia <extra_id_1>
Mają one <extra_id_0> mechanice analitycznej.	<extra_id_0> kluczowe znaczenie w <extra_id_1>
Plany te jednak zostały porzucone <extra_id_0> roku.	<extra_id_0> w maju 2005 <extra_id_1>
Zostaje wzięty <extra_id_0> po czym właściciel lokalu daje mu łapówkę.	<extra_id_0> za restauracyjnego inspektora, <extra_id_1>
Mimo <extra_id_0> z dziewczyną ani słowa, nie potrafi o niej zapomnieć.	<extra_id_0> iż nie zamienia <extra_id_1>
Stosuje <extra_id_0> masarstwie, likiernictwie i browarnictwie.	<extra_id_0> się je w <extra_id_1>
Został <extra_id_0> rosyjskiego.	<extra_id_0> powołany do wojska <extra_id_1>
Liczba zawodników zgłoszonych na liście B <extra_id_0> muszą to być zawodnicy urodzeni po 1 stycznia 1999 roku, którzy w klubie są zgłoszeni nieprzerwanie od przynajmniej dwóch lat od ukończenia 15. roku życia.	<extra_id_0> jest nieograniczona, jednak <extra_id_1>
Jest ona wyspecjalizowana w działaniach na <extra_id_0> państwa i przeciwdziałaniu terroryzmowi.	<extra_id_0> rzecz ochrony granic <extra_id_1>
Prącie nie powiększa się bardzo do piątego <extra_id_0> średnia wynosi 3,95 cm w trzecim miesiącu, 4,26 w szóstym, a roczne dziecko ma 4,6-centymetrowe prącie.	<extra_id_0> roku życia – <extra_id_1>
Mecz zakończył się wynikiem <extra_id_0> (dwumecz 4:3).	<extra_id_0> 4:0 dla Liverpoolu <extra_id_1>
Garzoni badał <extra_id_0> wzajemnie oddziałujących na siebie igieł magnetycznych, oraz proces zaniku pola magnetycznego.	<extra_id_0> jeszcze zachowanie dwóch, <extra_id_1>
Według <extra_id_0> wyprowadza się ją od nazwy osobowej Gogoła.	<extra_id_0> jednej z hipotez <extra_id_1>
W czasie pierwszego procesu, który odbył się w 2004 roku, <extra_id_0> Düsseldorfie uniewinnił oskarżonych.	<extra_id_0> Sąd Krajowy w <extra_id_1>
Podczas następującego po lądowaniu 9-miesięcznego obozu przeżycia Steller okazał <extra_id_0> technik przeżycia.	<extra_id_0> się mistrzem improwizowanych <extra_id_1>
Na jej czele stanęli jako współprzewodniczący Mischaël <extra_id_0> Aernoudt, ekonomista i filozof.	<extra_id_0> Modrikamen i Rudy <extra_id_1>
Płast działa <extra_id_0> Polsce.	<extra_id_0> obecnie również w <extra_id_1>
W 2008 r. zdecydował zdawać do Państwowej Wyższej Szkoły Teatralnej (obecnie Akademii Sztuk Teatralnych <extra_id_0> w Krakowie).	<extra_id_0> im. Stanisława Wyspiańskiego <extra_id_1>
Idea, która mu przyświecała, była następująca: oderwać komputery od obliczeń i uczynić z nich narzędzie do <extra_id_0> informacji.	<extra_id_0> komunikacji i uzyskiwania <extra_id_1>
Regres duchowy wynika zarówno z niemożności zaakceptowania i <extra_id_0> w olśnieniu, jak również jest skutkiem lęku oraz potrzeby dominacji nad innymi ('libido dominandi') (Murawski, 1987).	<extra_id_0> zintegrowania treści objawionych <extra_id_1>
Ta warstwa ubioru <extra_id_0> do ciała.	<extra_id_0> powinna ściśle przylegać <extra_id_1>
Roche triumfował <extra_id_0> wyścigach, podobnie jak Polen.	<extra_id_0> łącznie w sześciu <extra_id_1>
Za szczególnie <extra_id_0> zasługi Barbary Smith w zakresie dotyczącym dostępu kobiet do wykształcenia na poziomie wyższym i do zdobywania tytułów naukowych (zob. np.	<extra_id_0> doniosłe są uważane <extra_id_1>
Wtedy <extra_id_0> wygląd.	<extra_id_0> właśnie otrzymał obecny <extra_id_1>
Jodłowanie <extra_id_0> wywodząca się z Alp.	<extra_id_0> to forma śpiewu <extra_id_1>
Od 1980 <extra_id_0> pierwszej uczelni.	<extra_id_0> był wykładowcą swojej <extra_id_1>
Jest to świątynia wzniesiona w <extra_id_0> ufundowana przez Jakuba Ciecierskiego.	<extra_id_0> 1750 roku i <extra_id_1>
Utwór napisany jest w formie korespondencji między Ludwiką de Chalieu i Renatą de Maucombe, dziewczętami z rodzin szlacheckich, wspólnie przebywającymi w klasztorze <extra_id_0> które w młodym wieku wyszły za mąż.	<extra_id_0> w młodym wieku, <extra_id_1>
W szczególności doktor nauk geologicznych Bogdan Ridusz <extra_id_0> są w rzeczywistości przyrodnicze reliefy skamieniałych morskich gąbek, które utworzyły się w trakcie wietrzenia skały.	<extra_id_0> udowodnił, że to <extra_id_1>
Stosowane są <extra_id_0> przewlekłej niewydolności serca.	<extra_id_0> przy ostrej i <extra_id_1>
Przez większość czasu występuje kontakt pomiędzy klatkami <extra_id_0> całością stykają się z podłogą.	<extra_id_0> piersiowymi, a stopy <extra_id_1>
Kombinatu Źródeł Światła UNITRA-Polam, który <extra_id_0> nosił nazwę Kombinatu Techniki Świetlnej „Polam”.	<extra_id_0> w nowym zjednoczeniu <extra_id_1>
Dodatkowo wizerunek gubernatora pogorszył jego raport na temat Ziemi van Diemena, przesłany na ręce ministra <extra_id_0> Londynie.	<extra_id_0> ds. kolonii w <extra_id_1>
Poezje tłumaczono na języki: angielski, <extra_id_0> i bułgarski.	<extra_id_0> niemiecki, rosyjski, litewski <extra_id_1>
Okręt wszedł do Sagami Wan 27 sierpnia by <extra_id_0> na lotnisku Atsugi, następnego dnia wszedł do zatoki Tokijskiej, by być świadkiem podpisania kapitulacji 2 września 1945.	<extra_id_0> wspierać oddziały lądujące <extra_id_1>
Wskazania lecznicze: choroby układu oddechowego, choroby <extra_id_0> krążenia, przemiany materii, zaburzenia gruczołów wydzielania wewnętrznego.	<extra_id_0> wieku dziecięcego, układu <extra_id_1>
Tylko <extra_id_0> przy starcie wybierany jest jako aktywny.	<extra_id_0> jeden z nich <extra_id_1>
Studiował film, <extra_id_0> na Uniwersytecie Brunel.	<extra_id_0> aktorstwo i teatr <extra_id_1>
We wrześniu Jericho zaczął uczęszczać do ringu wraz ze swoją <extra_id_0> „The List of Jericho”), w której zapisuje wszystkie osoby, które w jakikolwiek sposób mu zawiniły – postacie korporacyjne, innych wrestlerów, a nawet fanów.	<extra_id_0> „listą Jericho” (ang. <extra_id_1>
Aby uniemożliwić wrogowi utrzymanie się na tych obszarach, Abbas wydał rozkaz zabrania całej <extra_id_0> zniszczenia wszystkich miast i wsi na zajętym obszarze, zaś wszystkim mieszkańcom nakazano towarzyszenie wycofującym się Persom.	<extra_id_0> żywności oraz całkowitego <extra_id_1>
W łazience wciąż siedzi <extra_id_0> Zezuj.	<extra_id_0> sługa Robina – <extra_id_1>
Oni otrzymują <extra_id_0> nie.	<extra_id_0> listy, a ja <extra_id_1>
Elektrownia ta <extra_id_0> tramwajom.	<extra_id_0> dostarczała prąd głównie <extra_id_1>
Rok później <extra_id_0> Urbanek i Andrzej "DGI" Tabor.	<extra_id_0> grupę opuścili Łukasz <extra_id_1>
Z użytku <extra_id_0> ustawiana tablica rozkładowa, zamknięta jest znaczna część kas.	<extra_id_0> wyłączona została manualnie <extra_id_1>
Otrzymały <extra_id_0> 114 i 115.	<extra_id_0> one numery taborowe <extra_id_1>
Rywalem Seattle <extra_id_0> o rok Affirmed.	<extra_id_0> Slewa był młodszy <extra_id_1>
Philipp <extra_id_0> jako Philipp Bennewitz lub Bienewitz (ur.	<extra_id_0> Apian, znany także <extra_id_1>
W 1970 roku z wizytą <extra_id_0> Milton G. Henschel.	<extra_id_0> w Szwecji przebywał <extra_id_1>
Spodnie różnią się jedynie <extra_id_0> zamykania kieszeni cargo (zamiast rzepów zastosowano guziki i gumowy ściągacz).	<extra_id_0> kształtem i sposobem <extra_id_1>
Następnie zajmował kolejno <extra_id_0> 1 Brygadzie Radiotechnicznej, Dowództwie Wojsk Lotniczych i Obrony Powietrznej oraz Dowództwie Sił Powietrznych.	<extra_id_0> stanowiska służbowe w: <extra_id_1>
Latem 2007 roku wywalczył miejsce <extra_id_0> Osasuny i przez następne trzy lata regularnie występował w jej barwach w hiszpańskiej ekstraklasie.	<extra_id_0> w podstawowym składzie <extra_id_1>
Przy pomocy muzyki (największego „wroga” Felonii) <extra_id_0> a kamień zagłady zniszczony.	<extra_id_0> zostaje ona pokonana, <extra_id_1>
Nagranie <extra_id_0> muzyczną, w tej wersji słyszymy charakterystyczne chórki "Rock, Roll, Rockin 'and roll".	<extra_id_0> wyróżnia się formą <extra_id_1>
W 2012 <extra_id_0> w skokach indywidualnych z trampoliny.	<extra_id_0> zajęła trzecie miejsce <extra_id_1>
W kwietniu dowódca grupy <extra_id_0> Łuniniec.	<extra_id_0> operacyjnej postanowił zdobyć <extra_id_1>
Przed pogrzebem władcy jedna z trzech płyt stropowych <extra_id_0> została uniesiona, a do wnętrza prowadziła niewielka pochylnia, przez którą wniesiono mumię króla.	<extra_id_0> głównej komory grobowej <extra_id_1>
Liderka <extra_id_0> finału, pozostałe ekipy rywalizują w półfinale.	<extra_id_0> bezpośrednio awansuje do <extra_id_1>
Pięciu pierwszych zostało mianowanych <extra_id_0> daty promocji pozostałych nie są znane.	<extra_id_0> 22 lutego 1130, <extra_id_1>
Kwitnie cytrynowożółto <extra_id_0> września.	<extra_id_0> od sierpnia do <extra_id_1>
Dzięki jego protekcji Humphrey zostaje po <extra_id_0> następcą, zaś sam Arnold w seriach 4 i 5 pozostaje bardzo wpływowym doradcą nowego sekretarza gabinetu.	<extra_id_0> serii 3 jego <extra_id_1>
Do <extra_id_0> niekiedy osoby, które nie posiadały silnej identyfikacji z państwem polskim oraz trafiało stosunkowo wielu analfabetów.	<extra_id_0> tej formacji trafiały <extra_id_1>
Tuż po koncercie fani <extra_id_0> ściągnąć zarejestrowaną ścieżkę w postaci albumu.	<extra_id_0> Simona mogli już <extra_id_1>
Musi tylko <extra_id_0> serwisu lub sieć reklamowa nie sprawdzają dokładnie funkcjonalności materiałów reklamowych.	<extra_id_0> ufać, że operator <extra_id_1>
Osiąga <extra_id_0> metrów.	<extra_id_0> wysokość czterech <extra_id_1>
Roślina <extra_id_0> mieszkańców w ciężkich czasach głodu.	<extra_id_0> ta często ratowała <extra_id_1>
Uchwałą soboru wybór nowego patriarchy moskiewskiego i całej Rusi odbył się <extra_id_0> w pierwszym wskazywano kandydatów, drugim miało być losowanie patriarchy spośród trzech najpopularniejszych.	<extra_id_0> w dwóch etapach: <extra_id_1>
Budowa imiesłowu <extra_id_0> czasownika.	<extra_id_0> zależy od koniugacji <extra_id_1>
Działalność dr. <extra_id_0> wojna światowa.	<extra_id_0> Kotasa przerwała II <extra_id_1>
Xavier, aby otrzymać pracę <extra_id_0> ukończyć roczne studia podyplomowe w Hiszpanii.	<extra_id_0> w ministerstwie, musi <extra_id_1>
Ma <extra_id_0> przeworski Oddział PTTK i Towarzystwo Miłośników Przeworska i Regionu.	<extra_id_0> tutaj swoją siedzibę <extra_id_1>
W kilkunastu przypadkach wykorzystał tłumaczenia innych autorów <extra_id_0> Kujawinski, Magnus Jan Krynski, Robert A. Maguire).	<extra_id_0> (Antony Graham, Frank <extra_id_1>
Nowy krążek - pod <extra_id_0> i solen - dostępny jest w większości sklepów od 24 czerwca, jednak jego oficjalna premiera miała miejsce 30 czerwca 2010 roku.	<extra_id_0> tytułem En plats <extra_id_1>
Przedstawiciele grup zajmujących się ochroną praw dzieci i praw zwierząt skrytykowali go <extra_id_0> syna na niebezpieczeństwo, aczkolwiek nie wniesiono przeciw niemu formalnego oskarżenia.	<extra_id_0> ostro za narażenie <extra_id_1>
Nawarstwienia miały tu miąższość tylko 1,1 m. Znaleziono 169 ułamków naczyń glinianych, 5 grudek polepy, 5 wyrobów <extra_id_0> z muszli, 3 przedmioty kamienne, 13 zabytków krzemiennych oraz 7 wyrobów metalowych.	<extra_id_0> kościanych, 1 wyrób <extra_id_1>
Przy <extra_id_0> nr 42 z Gościmia do Lubiatowa zachował się stary kamienny drogowskaz.	<extra_id_0> leśnej drodze przeciwpożarowej <extra_id_1>
W czwartym i jednocześnie ostatnim rozdziale, <extra_id_0> Misham, oskarżoną o otrucie swojego ojca, Drew'a.	<extra_id_0> Apollo broni Verę <extra_id_1>
Utwór pobił również rekord najwolniejszego wznoszenia się do pierwszej piątki w historii <extra_id_0> także jest rekordzistą w ilości tygodni spędzonych na liście wynoszącym 87 tygodni.	<extra_id_0> tego notowania, a <extra_id_1>
Przez kilkanaście lat <extra_id_0> singlowych i pięć deblowych tytułów turniejowych WTA.	<extra_id_0> rywalizacji zgromadziła jedenaście <extra_id_1>
W latach 2000–2001 <extra_id_0> Prezydenta.	<extra_id_0> kierował Służbą Bezpieczeństwa <extra_id_1>
W książce, <extra_id_0> jest osiem żyć, jednak autorka opisała tylko siedem z nich, jedno pozostaje wielką niewiadomą.	<extra_id_0> jak wskazuje tytuł, <extra_id_1>
Wystąpił wówczas w trzech spotkaniach, zdobywając dwie bramki w wygranej 2:0 konfrontacji z Dominiką, a jego drużyna <extra_id_0> fazie wstępnej i nie zakwalifikowała się na olimpiadę.	<extra_id_0> odpadła już w <extra_id_1>
Była córką węgierskich emigrantów, którzy przybyli do <extra_id_0> Czech.	<extra_id_0> USA z terytorium <extra_id_1>
Był czternastym statkiem serii Keyhole-4 <extra_id_0> CORONA.	<extra_id_0> ARGON tajnego programu <extra_id_1>
Wstępne dochodzenie Wydziału Zdrowia Publicznego w Oregonie nie <extra_id_0> kontaminację, udział sekty został potwierdzony dopiero rok później.	<extra_id_0> wskazało na celową <extra_id_1>
Ponadto oświadcza, że <extra_id_0> godzien czci”.	<extra_id_0> „jedynie Bóg jest <extra_id_1>
W przypadku <extra_id_0> Alechin.	<extra_id_0> remisu tytuł zachowywał <extra_id_1>
Do 9 grudnia członkowie tego oddziału <extra_id_0> zakładu i dokonywali zbrodni w okolicy.	<extra_id_0> sukcesywnie mordowali pacjentów <extra_id_1>
W 1999 i 2000 roku była prezenterką telewizyjnego <extra_id_0> La Vita.	<extra_id_0> show Per Tutta <extra_id_1>
Słupy łączy dolna poprzeczka zawieszona 10 stóp <extra_id_0> ziemią.	<extra_id_0> (3,048 m) nad <extra_id_1>
Franciszek ma <extra_id_0> habit przepasany białym sznurem z trzema węzłami.	<extra_id_0> na sobie franciszkański <extra_id_1>
Anime stało <extra_id_0> fenomenem internetowym.	<extra_id_0> się pewnego rodzaju <extra_id_1>
Do Gdyni <extra_id_0> studiów w 1927.	<extra_id_0> przyjechał po ukończeniu <extra_id_1>
Widoczny <extra_id_0> Starego Miasta, po II wojnie światowej został otoczony blokami.	<extra_id_0> dawniej z doliny <extra_id_1>
Rozebrano także <extra_id_0> (ocalał neogotycki ołtarz oraz część malowideł).	<extra_id_0> zrujnowany kościół zamkowy <extra_id_1>
Była pierwszą kobietą, która pracowała w piekarni, gdzie kobiety <extra_id_0> sprzedawczynie.	<extra_id_0> były zatrudniane jako <extra_id_1>
Przez krótki czas należała też <extra_id_0> Bonin i von Kameke.	<extra_id_0> do rodów von <extra_id_1>
Z każdego biegu 4 <extra_id_0> do finału (Q).	<extra_id_0> najlepszych zawodników awansowało <extra_id_1>
Dorasta między nimi, a następnie rozpoczyna karierę handlową <extra_id_0> Van Beesta, jako Van Beest Brown.	<extra_id_0> w holenderskiej spółce <extra_id_1>
W <extra_id_0> scena Koronacji Marii w asyście świętych Floriana i Wolfganga.	<extra_id_0> szafie bogato rzeźbiona <extra_id_1>
W dniu wyboru zostaje przyjęty do Szkoły Rycerskiej – <extra_id_0> uczniem.	<extra_id_0> jest bardzo uzdolnionym <extra_id_1>
W pierwszej obronie tytułu 25 czerwca 2011 spotkał <extra_id_0> Powellem.	<extra_id_0> się z Sechewem <extra_id_1>
Empyre One - <extra_id_0> producent muzyki z gatunku Hands Up.	<extra_id_0> niemiecki DJ oraz <extra_id_1>
Wieczorem resztki <extra_id_0> ostatecznie rozbite.	<extra_id_0> niemieckiego ugrupowania zostały <extra_id_1>
Brzeg początkowo podwinięty, potem <extra_id_0> pofałdowany.	<extra_id_0> prosty i silnie <extra_id_1>
Jego trzeci <extra_id_0> Love!	<extra_id_0> album Awaken, My <extra_id_1>
Ścieżka <extra_id_0> nieco.	<extra_id_0> wspina się <extra_id_1>
Wieś Zwierzyniec, zwana wcześniej Zwierzeniec powstała na przełomie XVIII i <extra_id_0> dokładniej w latach 1762-1806, po wykarczowaniu lasu, który jeszcze 1762 roku porastał to miejsce.	<extra_id_0> XIX wieku, a <extra_id_1>
Rok 1922 jako data urodzenia podawany jest obecnie w większości źródeł na temat aktora, <extra_id_0> też na oficjalnej stronie internetowej o nim oraz na jego nagrobku.	<extra_id_0> taka data widnieje <extra_id_1>
Nie otrzymując odpowiedzi na wołania, proszą o pomoc Lauren, <extra_id_0> swoim pokoju.	<extra_id_0> która śpi w <extra_id_1>
Posiada trzy wejścia: od ulicy Makowskiego, <extra_id_0> (przy kościele) oraz od ul. Chełmońskiego-deptak.	<extra_id_0> od ulicy Racławickiej <extra_id_1>
Pucz stłumiono, <extra_id_0> ofiar.	<extra_id_0> jednak kosztem wielu <extra_id_1>
Bohaterką filmu jest dziewczyna o imieniu Mary, która <extra_id_0> wielu mężczyzn.	<extra_id_0> swym powabem przyciąga <extra_id_1>
Team WWF przegrali z powodu zdrady Austina, który dołączył do złożonej z „najeźdźców” drużyny The Alliance i wkrótce <extra_id_0> liderem.	<extra_id_0> stał się ich <extra_id_1>
Przedział orbitalny funkcjonował do <extra_id_0> kilkakrotnie podwyższając swoją orbitę.	<extra_id_0> 24 sierpnia 2001, <extra_id_1>
W 2003 roku <extra_id_0> internetową jedynej opozycyjnej partii politycznej.	<extra_id_0> zamknięto jedyną stronę <extra_id_1>
Wojna <extra_id_0> się połowicznym sukcesem.	<extra_id_0> z Bułgarami zakończyła <extra_id_1>
Dla <extra_id_0> wspólne zależności.	<extra_id_0> przemian politropowych zachodzą <extra_id_1>
Petersburska Agencja Telegraficzna w depeszy z 25 listopada <extra_id_0> Sławków w powiecie olkuskim była przez 12 dni w ręku rewolucjonistów.	<extra_id_0> 1905 informowała: „Osada <extra_id_1>
Ponadto, jego zdaniem, rządzenie jest <extra_id_0> coś wspólnego z prowadzeniem siebie lub innych.	<extra_id_0> wszystkim, co ma <extra_id_1>
Jedyną dostatecznie dużą sceną w mieście będącą w stanie pomieścić całą orkiestrę była „Grote Feestzaal” Królewskiego <extra_id_0> Antwerpii/Koninklijke Maatschappij voor Dierkunde.	<extra_id_0> Towarzystwa Zoologicznego w <extra_id_1>
W Niemczech oficjalnie zakazano stosowania kar cielesnych w roku 2000, a pośrednim powodem było wprowadzenie <extra_id_0> w innych krajach.	<extra_id_0> takich przepisów prawnych <extra_id_1>
